SVDp,num_lacunes,mb_bin,TBV_ml,Trans_PSMD,age,edu_yrs,sex,HTN,HC,diabetes,smoking,dementia_3yr
0.25520911095193355,0.8583512703561822,0.28967820268742345,1006.2980417286882,-8.001190984907852,66.31624693505202,9.23757454642656,0.3745250447854829,0.7827409484168899,0.5043116234973221,0.4296803698176829,0.5301588306869286,0
0.11016641295483981,-0.28900810711751346,0.07685235174650948,1113.1591243133512,-8.197158322408782,59.53373000245616,16.089888077565227,0.1780724277180823,-0.46919361221825184,0.05875924332346599,-0.028162634081752173,0.07475572326352713,0
0.4006935182520699,0.7603583367032583,0.1030602020904673,993.2561625226833,-7.966636299735524,65.96843338012793,8.99540155435463,0.18955040158774303,0.9201420921443751,0.855173253450706,0.3649681169927918,1.0898341008508228,0
0.09082908339785617,1.1534352065464182,0.3753153923323931,1019.1760618968821,-8.145933605208768,62.55332253311366,9.883621742239775,0.207734363239826,1.3523947345591796,1.1707433243174197,0.3803555089930618,0.9465941788228065,0
0.8698895037489961,0.43941369523462576,-0.11837398054877599,953.8134966388988,-7.918324493361801,66.05341652378083,8.222501779589376,0.035056494769217045,0.989115796569573,0.986163549221561,0.2864110006596334,1.147473760583693,0
0.6003725173954276,1.5768430173547405,-0.19779900144973842,978.1630231950505,-7.912861468494276,69.11054927876334,7.761703740218289,0.6639207759288759,1.5052374038900083,-0.11304408037005201,0.2454684672841255,0.08748595114717113,0
0.4503515473217796,0.6013762156416561,-0.045196117161129194,994.790837174823,-7.9499842094672655,67.7073709379253,9.205232345186293,0.33233351624108065,0.730097481919841,0.47799640939008486,0.19994874179988736,0.6158744241409249,0
1.3784148229860087,2.6720183440742646,-0.15973670925837627,842.7946843737711,-7.697443543209376,85.0917922544607,5.2348359963287505,1.0135438524230278,1.1112071407824802,0.21128061118428218,-0.11013260383414064,-0.1330833100023138,1
0.6611401523457786,2.0753445100418997,0.20952725058907454,949.8759056445059,-7.826010582500096,75.13555297112303,9.358099009588095,0.5687405112964513,0.7969913520124831,0.6198706723194923,0.19699181188060377,0.38781717171734537,1
0.7192776970054624,1.684021792843477,0.21209158170195072,965.5129850030137,-7.860480305938108,76.36002857143208,8.944140531492515,0.6536426328061817,0.40881263110794624,0.694848698199625,0.11949200346498587,0.3948299125149408,1
0.7922227663290203,1.4200151795374003,0.33963943448098444,989.215520248942,-7.756567054171902,70.4503836700093,8.159924932187788,-0.03490684423253228,0.8678385146495933,1.082324151490154,0.8524190984251403,0.5235694116962524,1
0.8577617249444301,1.9836995678091003,-0.24795409889996917,953.0598544549048,-7.902734482191377,71.44752094737444,10.573461445358216,0.5388110237900628,0.7490238447120546,0.1915694869352826,0.21666076488370428,0.3723738661806459,1
0.8109634175290665,2.053137552854518,0.5201231981070212,919.6435861821996,-7.762887905412978,76.22278534901211,7.85487580483952,0.6577409517462685,0.8055529079250221,0.8573357359496064,0.552343799050532,0.4951506104883729,1
1.1829425352222236,2.8917583116435575,0.1585610929989154,924.1340573077586,-7.75889812155558,83.53263919957013,8.959521304827701,0.8189124557011837,0.8906888716813736,0.5365322402435897,0.10333720108998032,-0.3114839079280362,1
